City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kathu,7.9178,98.3332,25.9,83,44,4.54,TH,1738874276
364,altpinar,39.2042,32.7478,-5.49,57,7,6.51,TR,1738874278
365,kemijarvi,66.7131,27.4306,-0.4,90,72,6.11,FI,1738874279
366,cruzeiro do sul,-29.5128,-51.9853,39.38,23,0,3.64,BR,1738874280
367,filey,54.21,-0.2892,5.44,18,0,1.34,GB,1738874283
368,namibe,-15.1961,12.1522,23.52,86,96,2.83,AO,1738874285
369,petauke,-14.2426,31.3253,18.46,94,100,1.62,ZM,1738874286
370,brookings,44.3114,-96.7984,-6.01,48,0,12.86,US,1738874289
371,princeville,45.7668,-61.2985,-3.6,63,100,0.89,CA,1738874049
372,carnarvon,-24.8667,113.6333,26.52,71,14,6.46,AU,1738874291
373,sampit,-2.5333,112.95,24.15,93,100,0.63,ID,1738874293
374,kaya,13.0917,-1.0844,27.86,11,100,3.46,BF,1738874294
375,san antonio oeste,-40.7319,-64.9477,28.06,27,0,4.35,AR,1738874296
376,lepe,37.2548,-7.2043,13.39,73,85,2.49,ES,1738874297
377,san andres,12.5847,-81.7006,29.01,74,20,7.72,CO,1738874301
378,fort mcmurray,56.7268,-111.381,-13.23,66,100,7.2,CA,1738874302
379,floro,61.5996,5.0328,5.98,70,52,7.2,NO,1738874303
380,chonchi,-42.6128,-73.8092,16.33,51,40,1.0,CL,1738874304
381,hibbing,47.4272,-92.9377,-16.06,54,100,6.17,US,1738874305
382,pascagoula,30.3658,-88.5561,25.58,78,100,2.57,US,1738874085
383,berezovyy,51.6667,135.7,-11.09,93,100,5.88,RU,1738874311
384,chaman,30.9236,66.4512,9.39,25,98,1.88,PK,1738874312
385,shinyanga,-3.6667,33.4333,20.19,90,100,2.28,TZ,1738874315
386,pariaman,-0.619,100.12,25.24,83,27,1.73,ID,1738874316
387,queenstown,-31.8976,26.8753,16.07,93,100,2.54,ZA,1738874317
388,oum hadjer,13.2954,19.6966,25.66,11,0,6.87,TD,1738874319
389,yeniseysk,58.4497,92.1703,-27.94,100,100,0.17,RU,1738874320
390,nowy targ,49.4778,20.0323,-1.48,96,100,1.28,PL,1738874321
391,mugia,43.1041,-9.2179,11.06,84,100,11.99,ES,1738874323
392,egilsstadir,65.2653,-14.3948,5.95,56,75,9.26,IS,1738874324
393,mary,37.0,62.5,10.69,29,100,4.69,TM,1738874325
394,levuka,50.1834,-105.4011,-17.15,71,20,8.75,CA,1738874329
395,palopo,-2.9996,120.1921,24.24,85,100,0.94,ID,1738874331
396,haiku-pauwela,20.9219,-156.3051,25.12,73,40,8.05,US,1738874332
397,quesada,10.3238,-84.4271,26.58,61,53,5.4,CR,1738874334
398,bondo,3.8146,23.6866,26.59,30,94,1.31,CD,1738874335
399,vorkuta,67.5,64.0,-9.83,94,100,7.86,RU,1738874336
400,elderslie,55.8333,-4.486,2.36,90,0,2.06,GB,1738874338
401,las palmas,28.4204,-14.0131,17.44,77,20,5.14,ES,1738874340
402,constantia,44.1833,28.65,-1.62,73,35,7.47,RO,1738874341
403,south hedland,-20.4089,118.5983,29.96,84,46,7.2,AU,1738874342
404,sinabang,2.4803,96.3801,25.78,82,97,1.13,ID,1738874344
405,ban phan don,17.1427,102.9726,24.39,99,12,1.1,TH,1738874345
406,fort st. john,56.2499,-120.8529,-12.06,92,75,1.54,CA,1738874347
407,klyuchi,52.2667,79.1667,-19.74,94,65,3.38,RU,1738874348
408,manismata,-2.4667,111.0333,24.57,93,100,1.59,ID,1738874350
409,nema,57.5067,50.5011,-17.01,100,91,0.19,RU,1738874352
410,zouerate,22.7187,-12.4521,18.17,19,2,5.97,MR,1738874353
411,angaur state,6.906,134.13,27.71,81,99,10.12,PW,1738874355
412,morehead city,34.7229,-76.726,15.02,83,20,4.12,US,1738874357
413,antalaha,-14.9003,50.2788,24.79,92,99,1.65,MG,1738874358
414,gorgan,36.8387,54.4348,7.98,87,100,2.06,IR,1738874359
415,kardla,58.9978,22.7492,2.99,81,100,2.06,EE,1738874360
416,happy valley-goose bay,53.3168,-60.3315,-9.83,52,75,3.09,CA,1738874362
417,leh,34.1667,77.5833,-25.87,68,5,2.16,IN,1738874363
418,baro,8.6,6.4167,30.18,15,2,0.86,NG,1738874364
419,christchurch,-43.5333,172.6333,15.51,78,100,0.51,NZ,1738874366
420,gornyye klyuchi,45.25,133.5,-17.7,98,100,1.53,RU,1738874367
421,troitskoye,52.9821,84.6757,-18.88,92,16,2.41,RU,1738874369
422,vondrozo,-22.8167,47.2833,20.4,98,100,1.22,MG,1738874371
423,bukama,-9.2,25.85,21.01,95,100,0.17,CD,1738874372
424,isla del bosque,22.7333,-105.85,25.28,45,0,4.45,MX,1738874374
425,glace bay,46.1969,-59.957,-6.59,61,75,4.12,CA,1738874376
426,labrador city,52.9463,-66.9114,-13.05,72,100,5.66,CA,1738874378
427,veraval,20.9,70.3667,20.92,30,0,5.75,IN,1738874379
428,kailua-kona,19.6406,-155.9956,26.27,63,0,2.57,US,1738874380
429,hadibu,12.65,54.0333,22.49,74,33,3.94,YE,1738874382
430,behror,27.8833,76.2833,9.61,32,3,2.75,IN,1738874384
431,ciudad insurgentes,25.2625,-111.7753,28.33,20,0,2.85,MX,1738874385
432,ola,59.5833,151.2833,-23.63,81,4,4.52,RU,1738874387
433,geraldton,-28.7667,114.6,21.23,88,100,0.51,AU,1738874388
434,luderitz,-26.6481,15.1594,17.74,73,18,6.51,NA,1738874389
435,el bolson,-41.9667,-71.5167,22.54,30,4,3.23,AR,1738874392
436,nagqu,31.5,92.0,-9.37,11,0,3.02,CN,1738874396
437,blackwater,-23.5833,148.8833,21.5,100,93,3.69,AU,1738874397
438,ploneour-lanvern,47.9,-4.2833,4.18,81,40,3.6,FR,1738874398
439,new norfolk,-42.7826,147.0587,15.95,70,100,0.77,AU,1738874399
440,guiuan,11.0333,125.7247,25.86,88,100,3.22,PH,1738874401
441,el calafate,-50.3408,-72.2768,11.57,44,2,8.16,AR,1738874402
442,waingapu,-9.6567,120.2641,25.06,85,100,3.86,ID,1738874404
443,mil'kovo,55.6078,37.7956,-1.48,62,85,3.0,RU,1738874406
444,vadso,70.0744,29.7487,4.09,75,75,12.35,NO,1738874407
445,ongjin,37.9347,125.3619,-7.07,89,100,9.76,KP,1738874409
446,san julian,21.0167,-102.1667,25.49,16,0,2.6,MX,1738874410
447,natal,-5.795,-35.2094,25.12,94,100,3.09,BR,1738874411
448,lamba,6.3597,124.8122,22.81,96,91,0.7,PH,1738874412
449,flekkefjord,58.2971,6.6607,-1.91,88,5,1.67,NO,1738874417
450,selkirk,50.1436,-96.8845,-12.12,75,100,4.02,CA,1738874419
451,saint-pierre,-21.3393,55.4781,26.82,78,0,1.54,RE,1738874420
452,lemvig,56.5486,8.3102,1.87,72,2,4.31,DK,1738874422
453,zhosaly,45.4878,64.0781,-9.26,76,0,6.24,KZ,1738874424
454,i-n-salah,27.1935,2.4607,14.84,42,0,6.59,DZ,1738874425
455,prachuap khiri khan,12.2167,99.75,19.64,85,64,1.0,TH,1738874427
456,joigny,47.9829,3.401,2.67,86,100,5.93,FR,1738874428
457,nellore,14.4333,79.9667,20.03,91,6,2.36,IN,1738874430
458,norrtalje,59.758,18.705,-1.66,81,34,1.4,SE,1738874431
459,chanute,37.6792,-95.4572,8.12,45,0,5.48,US,1738874162
460,menaka,15.9182,2.4022,27.29,11,100,3.25,ML,1738874433
461,wewak,-3.5534,143.6268,26.27,83,100,3.51,PG,1738874436
462,nemuro,43.3236,145.575,-3.79,68,6,6.86,JP,1738874211
463,gering,41.8258,-103.6605,7.88,22,0,0.0,US,1738874438
464,ascencion de guarayos,-15.8963,-63.1881,28.13,85,45,1.08,BO,1738874439
465,pampas,-12.4,-74.9,11.45,66,99,3.37,PE,1738874441
466,mantua,45.1667,10.7833,4.99,91,0,0.89,IT,1738874444
467,stephenville,32.2207,-98.2023,29.07,40,0,3.09,US,1738874445
468,stony plain,53.5334,-114.0021,-7.92,79,0,6.17,CA,1738874447
469,zorgo,12.2489,-0.6158,28.78,9,72,3.84,BF,1738874448
470,paracuru,-3.41,-39.0306,25.93,85,83,6.13,BR,1738874449
471,boguchany,58.3814,97.4531,-21.3,100,100,0.34,RU,1738874453
472,coahuayana de hidalgo,18.7,-103.6583,30.66,50,8,3.25,MX,1738874455
473,mercedes,-34.6515,-59.4307,31.55,41,0,3.44,AR,1738874456
474,kapoeta,4.7717,33.5903,29.92,25,99,3.39,SS,1738874457
475,cedral,23.8,-100.7333,25.14,20,0,2.12,MX,1738874459
476,port macquarie,-31.4333,152.9167,21.15,97,18,0.45,AU,1738874460
477,lubao,14.9167,120.55,24.84,86,100,3.63,PH,1738874461
478,as sulayyil,20.4607,45.5779,20.79,9,12,2.32,SA,1738874462
479,watertown,42.3709,-71.1828,1.17,88,100,3.09,US,1738874464
480,vicosa,-20.7539,-42.8819,23.05,74,62,1.57,BR,1738874466
481,abha,18.2164,42.5053,16.14,13,0,6.69,SA,1738874468
482,charters towers,-20.1,146.2667,23.1,96,100,1.76,AU,1738874470
483,pocoes,-14.5297,-40.3653,23.21,71,100,3.23,BR,1738874471
484,castillos,-34.1667,-53.8333,23.35,65,30,5.04,UY,1738874473
485,vila franca do campo,37.7167,-25.4333,18.27,99,60,4.08,PT,1738874474
486,kiunga,-6.1219,141.2906,22.2,98,100,0.88,PG,1738874475
487,kindu,-2.95,25.95,21.11,100,100,1.14,CD,1738874477
488,ambodifotatra,-16.9833,49.85,27.46,81,30,1.85,MG,1738874478
489,safi,32.1667,-8.8333,12.11,71,0,2.07,MA,1738874479
490,shingu,33.7333,135.9833,-0.62,61,68,2.75,JP,1738874480
491,hargeysa,9.56,44.065,15.83,80,58,1.23,SO,1738874482
492,alofi,-19.0595,-169.9187,27.94,78,20,2.06,NU,1738874483
493,berdigestyakh,62.0989,126.6992,-43.61,100,82,1.09,RU,1738874485
494,manadhoo,5.7667,73.3833,27.72,71,7,8.0,MV,1738874488
495,shatrovo,56.5167,64.6333,-6.98,97,100,1.17,RU,1738874489
496,canto del llano,8.1761,-80.973,28.84,39,45,4.92,PA,1738874491
497,lovech,43.1333,24.7167,1.13,73,9,3.25,BG,1738874495
498,juan griego,11.0817,-63.9655,27.1,72,70,7.2,VE,1738874496
499,sayalkudi,9.1833,78.45,23.97,77,28,3.86,IN,1738874498
500,yigo village,13.5361,144.8886,26.16,84,40,7.72,GU,1738874499
501,knysna,-34.0363,23.0471,19.25,87,1,3.32,ZA,1738874500
502,ranchettes,41.2186,-104.7903,3.62,49,0,5.66,US,1738874501
503,midvagur,62.0511,-7.1939,9.46,76,100,8.75,FO,1738874504
504,copiapo,-27.3667,-70.3333,26.1,44,1,4.43,CL,1738874506
505,zambezi,-13.5432,23.1047,18.71,97,100,0.8,ZM,1738874507
506,altai,46.3722,96.2583,-19.86,63,0,0.47,MN,1738874508
507,kuta,-8.7233,115.1723,27.97,89,40,4.63,ID,1738874510
508,machico,32.7,-16.7667,17.35,63,40,3.6,PT,1738874511
509,hovd,48.0056,91.6419,-20.9,78,1,1.68,MN,1738874513
510,voznesenskaya,44.5527,41.0318,-2.3,81,92,6.4,RU,1738874514
511,anamosa,42.1083,-91.2852,2.38,52,0,8.23,US,1738874515
512,crixas,-14.5489,-49.9692,27.81,69,49,1.18,BR,1738874516
513,bereket,39.2446,55.5154,6.85,51,83,4.1,TM,1738874518
514,darwin,-12.4611,130.8418,28.99,84,75,5.66,AU,1738874519
515,taoudenni,22.6783,-3.9836,16.41,21,0,5.04,ML,1738874521
516,leava,-14.3,-178.1667,28.85,67,37,5.32,WF,1738874522
517,bechar,31.6167,-2.2167,10.18,40,20,3.09,DZ,1738874523
518,ayorou,14.7308,0.9174,27.26,10,99,3.89,NE,1738874525
519,fisterra,42.9049,-9.2629,11.8,85,100,12.6,ES,1738874526
520,tucuma,-0.1833,-50.05,26.05,88,89,3.09,BR,1738874527
521,alto araguaia,-17.3147,-53.2153,25.27,74,95,2.69,BR,1738874529
522,guiratinga,-16.3494,-53.7583,25.93,70,100,0.81,BR,1738874530
523,ar rutbah,33.0381,40.2848,4.55,78,72,8.42,IQ,1738874531
524,timbuktu,16.7735,-3.0074,22.41,15,10,6.75,ML,1738874533
525,gurupi,-11.7292,-49.0686,28.27,69,94,1.8,BR,1738874534
526,knjazevac,43.5648,22.2502,0.5,79,12,1.65,RS,1738874536
527,nabire,-3.3667,135.4833,24.31,91,99,0.89,ID,1738874538
528,mirpur sakro,24.5474,67.6277,17.96,10,5,4.37,PK,1738874540
529,mountain home,43.133,-115.6912,2.86,61,75,4.12,US,1738874544
530,oltinko'l,40.8011,72.1634,2.03,54,2,2.85,UZ,1738874545
531,kokpekty,48.75,82.4,-24.24,92,65,1.5,KZ,1738874547
532,mezhdurechenskiy,59.6,65.9333,-7.05,93,98,2.65,RU,1738874549
533,yelizovo,53.1873,158.3805,-3.92,54,40,2.0,RU,1738874550
534,amahai,-3.3333,128.9167,25.74,81,92,2.68,ID,1738874552
535,arar,30.9753,41.0381,7.01,57,0,7.72,SA,1738874554
536,berezovo,63.9381,65.0419,-15.66,97,84,2.91,RU,1738874556
537,dorchester,33.1002,-80.3831,25.66,67,75,3.09,US,1738874557
538,fortaleza,-3.7227,-38.5247,26.79,89,100,3.09,BR,1738874558
539,kapuskasing,49.4169,-82.4331,-5.95,86,100,5.14,CA,1738874560
540,yanbu,24.0891,38.0637,19.02,30,0,3.09,SA,1738874561
541,palmerston,-12.486,130.9833,28.99,84,75,5.66,AU,1738874562
542,gaspe,48.8334,-64.4819,-5.88,53,100,5.14,CA,1738874568
543,abadeh,31.1608,52.6506,3.9,63,15,19.29,IR,1738874570
544,pau brasil,-15.4642,-39.6511,26.09,62,91,3.49,BR,1738874574
545,choibalsan,48.0667,114.5,-21.83,73,64,6.09,MN,1738874576
546,alamosa,37.4695,-105.87,15.99,7,0,5.66,US,1738874577
547,portland,45.5234,-122.6762,6.2,83,75,2.57,US,1738874220
548,sassandra,4.95,-6.0833,26.76,86,1,4.31,CI,1738874580
549,filadelfia,39.9523,-75.1638,3.64,95,100,7.2,US,1738874582
550,wolow,51.3366,16.6443,2.75,99,100,2.53,PL,1738874584
551,laibin,23.7,109.2667,9.2,79,100,5.99,CN,1738874587
552,lata,40.1629,-8.3327,7.02,77,100,1.26,PT,1738874588
553,sylva,58.0348,56.7635,-14.52,100,100,0.54,RU,1738874589
554,zayed city,24.3768,54.589,24.44,40,0,2.06,AE,1738874591
555,forster,-32.1667,152.5167,19.65,100,10,1.97,AU,1738874592
556,malabar,-33.9667,151.25,22.16,85,0,2.06,AU,1738874593
557,morondava,-20.2833,44.2833,26.33,85,90,5.27,MG,1738874594
558,jiwani,25.05,61.7417,20.95,52,100,3.11,PK,1738874596
559,peace river,56.2501,-117.286,-6.83,67,100,3.6,CA,1738874597
560,herkimer,43.0256,-74.986,1.65,85,100,6.1,US,1738874599
561,kale,50.9581,1.8521,5.76,77,100,9.68,FR,1738874600
562,kuruman,-27.4524,23.4325,22.92,48,25,9.58,ZA,1738874602
563,lensk,60.7253,114.9278,-36.45,99,24,1.56,RU,1738874603
564,lupane,-18.9315,27.807,21.57,63,37,1.46,ZW,1738874605
565,yanchep,-31.55,115.6833,20.85,71,3,4.11,AU,1738874606
566,uyuni,-20.4597,-66.825,17.38,25,9,8.69,BO,1738874607
567,bulungu,-4.55,18.6,22.99,84,76,0.86,CD,1738874609
568,saynshand,44.8824,110.1163,-25.07,79,0,3.06,MN,1738874610
569,liperi,62.5333,29.3667,-1.74,100,100,2.57,FI,1738874611
570,celestun,20.8667,-90.4,27.66,65,0,6.2,MX,1738874612
571,huarmey,-10.0681,-78.1522,24.13,75,42,2.1,PE,1738874615
572,koesan,36.8108,127.7947,-5.45,97,98,1.7,KR,1738874617
573,rabaul,-4.1967,152.1721,27.99,75,100,3.21,PG,1738874618
574,cabedelo,-6.9811,-34.8339,26.37,82,100,4.39,BR,1738874622
575,ilhabela,-23.7781,-45.3581,27.51,81,2,1.69,BR,1738874623
576,miles city,46.4083,-105.8406,-11.46,48,0,0.0,US,1738874625
577,las lomitas,-24.7096,-60.593,39.32,23,70,5.34,AR,1738874626
578,nikolayevsk-on-amure,53.1406,140.73,-6.15,94,100,6.09,RU,1738874627
579,eyl,7.9803,49.8164,23.28,80,37,7.17,SO,1738874630
580,emkhomazi,-30.2067,30.7978,23.02,90,100,4.37,ZA,1738874632
581,sao tome,0.3365,6.7273,27.63,81,100,2.37,ST,1738874633
582,la passe,45.5549,-0.8967,4.72,82,97,6.06,FR,1738874635
583,pader,3.05,33.2167,26.28,30,98,2.79,UG,1738874637
584,jamshedpur,22.8,86.1833,20.48,13,0,1.74,IN,1738874638
585,sola,-13.8833,167.55,27.62,75,99,5.85,VU,1738874640
586,oranjemund,-28.55,16.4333,17.05,86,0,2.71,NA,1738874641
587,sanctuary point,-35.1114,150.629,21.14,78,6,3.16,AU,1738874642
588,zhizdra,53.746,34.7395,-2.63,87,100,2.35,RU,1738874643
589,howard springs,-12.497,131.047,28.95,84,100,3.58,AU,1738874645
590,nishinoomote,30.7333,131.0,9.13,75,100,8.41,JP,1738874647
591,yalta,44.5,34.1667,1.23,78,100,4.45,UA,1738874648
592,soio,-6.1349,12.3689,27.27,80,100,0.94,AO,1738874649
593,olinda,-8.0089,-34.8553,27.85,78,75,4.12,BR,1738874651
594,varna,43.2167,27.9167,-0.92,74,20,4.12,BG,1738874501
595,greymouth,-42.4667,171.2,20.29,67,0,1.38,NZ,1738874653
